employee_id,department,salary,tenure,satisfaction_level,last_evaluation,number_project,average_monthly_hours,promotion_last_5years,left,risk_score,risk_band,risk_reasons,recommended_interventions
EMP03448,sales,medium,5,0.24,0.87,5,268,0,0,71.8,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP08408,sales,medium,4,0.21,0.39,2,118,0,0,71.7,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP05324,product_mng,low,4,0.22,0.52,5,109,0,0,71.65,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP07315,randd,low,3,0.36,0.4,2,105,0,0,71.45,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.']"
EMP03510,marketing,low,4,0.15,0.76,5,277,0,0,71.43,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP09560,sales,low,5,0.14,0.57,6,275,0,0,71.3,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP05641,marketing,low,4,0.23,0.4,6,110,0,0,71.1,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP07197,accounting,low,5,0.13,0.65,2,209,0,0,71.1,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP05565,marketing,medium,5,0.17,0.79,2,126,0,0,70.9,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP09083,sales,low,4,0.14,0.73,5,273,0,0,70.87,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP02927,hr,low,6,0.29,0.48,2,116,0,0,70.8,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP08054,support,low,6,0.24,0.91,5,258,0,0,70.66,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.', 'Review pay against the role and market, and pair the conversation with recognition or other rewards where a change is not immediate.', 'Benchmark compensation for the role and explain the path for future pay progression as clearly as possible.', 'Consider a compensation review alongside recognition, bonus eligibility, flexibility, or development opportunities.']"
EMP07499,sales,low,5,0.29,0.38,6,105,0,0,70.55,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP05936,product_mng,low,3,0.45,0.6,2,98,0,0,70.5,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.']"
EMP09051,support,low,3,0.18,0.95,6,248,0,0,70.31,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.', 'Review pay against the role and market, and pair the conversation with recognition or other rewards where a change is not immediate.', 'Benchmark compensation for the role and explain the path for future pay progression as clearly as possible.', 'Consider a compensation review alongside recognition, bonus eligibility, flexibility, or development opportunities.']"
EMP06576,sales,low,4,0.19,0.91,3,268,0,0,70.3,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP10759,marketing,low,3,0.19,0.85,5,249,0,0,70.23,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.', 'Review pay against the role and market, and pair the conversation with recognition or other rewards where a change is not immediate.', 'Benchmark compensation for the role and explain the path for future pay progression as clearly as possible.', 'Consider a compensation review alongside recognition, bonus eligibility, flexibility, or development opportunities.']"
EMP07808,hr,low,4,0.3,0.88,5,245,0,0,70.07,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP06431,accounting,medium,4,0.18,0.92,5,251,0,0,69.96,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP10992,it,low,5,0.49,0.6,2,113,0,0,69.55,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP11123,hr,medium,6,0.19,0.97,6,269,0,0,69.51,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'High performer showing silent burnout signs']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.', 'Bring the manager and HR together for a priority retention conversation, then reduce avoidable pressure and recognize recent performance.', 'Protect the employee from sustained overload while keeping recognition high; strong performance should not depend on endless extra hours.', ""Use a focused leadership check-in to address burnout signals, workload, recognition, and the employee's longer-term goals.""]"
EMP09161,sales,low,4,0.14,0.99,3,257,0,0,69.44,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP10318,sales,medium,4,0.12,0.84,5,230,0,0,69.4,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP07425,accounting,medium,5,0.2,0.8,6,251,0,0,69.36,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP04082,technical,low,5,0.17,0.48,6,270,0,0,69.33,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP09867,sales,low,5,0.29,0.65,5,110,0,0,69.3,High,"['Low job satisfaction', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP06846,it,low,3,0.4,0.46,2,109,0,0,69.25,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.']"
EMP05858,it,low,4,0.34,0.91,4,284,0,0,69.23,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP05066,technical,low,4,0.61,0.75,2,100,0,0,69.2,High,"['Workload imbalance (too many or too few projects)', 'Unhealthy working hours (over/under-work)', 'In a historically high-attrition tenure window']","['Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Review recent working hours, reset healthy boundaries, and rebalance work where sustained overwork is visible.', 'Discuss workload versus available capacity and encourage healthier working patterns, including time off where appropriate.', 'Look at the cause of unusually long or low hours and adjust staffing, priorities, or schedules where needed.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
EMP02780,technical,low,3,0.16,0.97,6,235,0,0,69.2,High,"['Low job satisfaction', 'No recent promotion / stalled growth', 'Below-market / low compensation band']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.', 'Review pay against the role and market, and pair the conversation with recognition or other rewards where a change is not immediate.', 'Benchmark compensation for the role and explain the path for future pay progression as clearly as possible.', 'Consider a compensation review alongside recognition, bonus eligibility, flexibility, or development opportunities.']"
EMP04793,product_mng,low,5,0.17,0.91,4,260,0,0,69.19,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP02146,sales,low,5,0.38,0.94,5,252,0,0,69.17,High,"['Low job satisfaction', 'In a historically high-attrition tenure window', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression."", 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP08002,randd,low,3,0.35,0.67,2,116,0,0,69.0,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'No recent promotion / stalled growth']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Be explicit about promotion expectations, timing, and the skills or outcomes needed for the next step.', 'Create a visible growth plan with ownership of a project, mentoring, training, or another development opportunity.', 'Agree on a clear review point so the employee is not left with an open-ended promise about progression.']"
EMP10092,sales,low,4,0.2,0.69,2,160,0,0,69.0,High,"['Low job satisfaction', 'Workload imbalance (too many or too few projects)', 'In a historically high-attrition tenure window']","['Start with a confidential stay interview to understand what is making the employee unhappy and agree on practical changes.', 'Use a focused engagement check-in or pulse survey to uncover the main source of dissatisfaction.', 'Create a short action plan with the employee and manager around the biggest day-to-day pain point.', 'Review project allocation and rebalance the workload so responsibilities are challenging without becoming overwhelming.', ""Clarify priorities, remove low-value work where possible, and make sure responsibilities match the employee's role and capacity."", 'Explore a better-fit assignment, additional support, or a stretch opportunity depending on the workload pattern.', 'Set up a career conversation covering the next role, new responsibilities, and what growth could look like over the next 6–12 months.', ""Explore a stretch assignment, mentoring opportunity, or internal move to keep the employee's next step visible."", ""Refresh the employee's development plan and create a concrete next milestone for progression.""]"
